feature,importance
"format_Vinyl, 12"", Repress",0.0
"format_Vinyl, 12"", Repress, 33 ⅓ RPM, 45 RPM",0.0
"format_Vinyl, 12"", Promo, White Label, 33 ⅓ RPM, 45 RPM",0.0
"format_Vinyl, 12"", Repress, 45 RPM",0.0
"format_Vinyl, 12"", Sampler, White Label, Limited Edition, 33 ⅓ RPM, Promo, EP",0.0
"format_Vinyl, 12"", Sampler, White Label, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Sampler, White Label",0.0
"format_Vinyl, 12"", Sampler, Unofficial Release",0.0
"format_Vinyl, 12"", Sampler, Test Pressing, White Label",0.0
"format_Vinyl, 12"", Sampler, Test Pressing",0.0
"format_Vinyl, 12"", Sampler, Promo, White Label",0.0
"format_Vinyl, 12"", Sampler, Promo, Limited Edition",0.0
"format_Vinyl, 12"", Sampler, Promo, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Sampler, Promo",0.0
"format_Vinyl, 12"", Sampler, Picture Disc, Limited Edition",0.0
"format_Vinyl, 12"", Sampler, Limited Edition",0.0
"format_Vinyl, 12"", Sampler, EP, Promo",0.0
"format_Vinyl, 12"", Sampler, EP, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Sampler, EP",0.0
"format_Vinyl, 12"", Sampler, 45 RPM, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Sampler, 45 RPM",0.0
"format_Vinyl, 12"", Sampler, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Sampler",0.0
"format_Vinyl, 12"", Repress, White Label",0.0
"format_Vinyl, 12"", Repress, Test Pressing, White Label, EP, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Repress, Remastered",0.0
"format_Vinyl, 12"", Repress, Limited Edition",0.0
"format_Vinyl, 12"", Repress, EP, 45 RPM, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Repress, EP",0.0
"format_Vinyl, 12"", Repress, Album",0.0
"format_Vinyl, 12"", Repress, 45 RPM, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo, White Label, 45 RPM",0.0
"format_Vinyl, 12"", Promo, White Label, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Picture Disc, EP, Limited Edition",0.0
"format_Vinyl, 12"", Promo, Compilation, 45 RPM",0.0
"format_Vinyl, 12"", Promo, Box Set, Compilation, Limited Edition",0.0
"format_Vinyl, 12"", Promo, Album",0.0
"format_Vinyl, 12"", Promo, 45 RPM, White Label",0.0
"format_Vinyl, 12"", Promo, 45 RPM, Single Sided",0.0
"format_Vinyl, 12"", Promo, 45 RPM, Single",0.0
"format_Vinyl, 12"", Promo, 45 RPM, Limited Edition",0.0
"format_Vinyl, 12"", Promo, 45 RPM, EP",0.0
"format_Vinyl, 12"", Promo, 45 RPM, Compilation",0.0
"format_Vinyl, 12"", Promo, 45 RPM, 33 ⅓ RPM, White Label",0.0
"format_Vinyl, 12"", Promo, 45 RPM, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo, 45 RPM",0.0
"format_Vinyl, 12"", Promo, 33 ⅓ RPM, White Label",0.0
"format_Vinyl, 12"", Promo, 33 ⅓ RPM, Single",0.0
"format_Vinyl, 12"", Promo, 33 ⅓ RPM, EP",0.0
"format_Vinyl, 12"", Promo, 33 ⅓ RPM, Compilation",0.0
"format_Vinyl, 12"", Promo, 33 ⅓ RPM, 45 RPM",0.0
"format_Vinyl, 12"", Promo, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo",0.0
"format_Vinyl, 12"", Picture Disc, Single Sided, Limited Edition, 45 RPM",0.0
"format_Vinyl, 12"", Picture Disc, Reissue",0.0
"format_Vinyl, 12"", Picture Disc, Promo",0.0
"format_Vinyl, 12"", Picture Disc, Mixed, 45 RPM, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Picture Disc, Limited Edition, Single, 45 RPM",0.0
"format_Vinyl, 12"", Picture Disc, Limited Edition, EP",0.0
"format_Vinyl, 12"", Picture Disc, Limited Edition, 45 RPM",0.0
"format_Vinyl, 12"", Picture Disc, Limited Edition, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Picture Disc, Limited Edition",0.0
"format_Vinyl, 12"", Promo, Compilation",0.0
"format_Vinyl, 12"", Promo, EP",0.0
"format_Vinyl, 12"", Promo, White Label",0.0
"format_Vinyl, 12"", Promo, EP, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo, Unofficial Release",0.0
"format_Vinyl, 12"", Promo, Test Pressing, White Label, 45 RPM",0.0
"format_Vinyl, 12"", Promo, Test Pressing, White Label",0.0
"format_Vinyl, 12"", Promo, Test Pressing, Stereo",0.0
"format_Vinyl, 12"", Promo, Test Pressing",0.0
"format_Vinyl, 12"", Promo, Stereo",0.0
"format_Vinyl, 12"", Promo, Single Sided, White Label",0.0
"format_Vinyl, 12"", Promo, Single Sided, 45 RPM, Limited Edition",0.0
"format_Vinyl, 12"", Promo, Single Sided, 45 RPM",0.0
"format_Vinyl, 12"", Promo, Single Sided, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo, Single Sided",0.0
"format_Vinyl, 12"", Promo, Sampler, White Label",0.0
"format_Vinyl, 12"", Promo, Sampler, Limited Edition, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo, Sampler, 45 RPM",0.0
"format_Vinyl, 12"", Promo, Sampler, 33 ⅓ RPM",0.0
"format_Vinyl, 12"", Promo, Sampler",0.0
"format_Vinyl, 12"", Promo, Repress",0.0
"format_Vinyl, 12"", Promo, Remastered, White Label",0.0
"format_Vinyl, 12"", Promo, Reissue, White Label",0.0
"format_Vinyl, 12"", Promo, Reissue",0.0
"format_Vinyl, 12"", Promo, Promo",0.0
"format_Vinyl, 12"", Promo, Limited Edition, Sampler",0.0
"format_Vinyl, 12"", Promo, Limited Edition, EP, Test Pressing",0.0
"format_Vinyl, 12"", Promo, Limited Edition, 45 RPM",0.0
"format_Vinyl, 12"", Promo, Limited Edition",0.0
"format_Vinyl, 12"", Promo, EP, White Label",0.0
"format_Vinyl, 12"", Promo, EP, 45 RPM",0.0
"format_Vinyl, 12"", White Label, Test Pressing, Sampler",0.0
"format_Vinyl, 12"", White Label, Unofficial Release",0.0
"format_Vinyl, 12"", White Label, Unofficial Release, 33 ⅓ RPM",0.0
"format_Vinyl, LP, Compilation, Sampler",0.0
"format_Vinyl, LP, Compilation, Reissue, Unofficial Release",0.0
"format_Vinyl, LP, Compilation, Reissue, Stereo",0.0
"format_Vinyl, LP, Compilation, Reissue, Remastered",0.0
"format_Vinyl, LP, Compilation, Reissue",0.0
"format_Vinyl, LP, Compilation, Promo, White Label, Stereo",0.0
"format_Vinyl, LP, Compilation, Promo, White Label",0.0
"format_Vinyl, LP, Compilation, Promo, Test Pressing",0.0
"format_Vinyl, LP, Compilation, Promo, Special Edition",0.0
"format_Vinyl, LP, Compilation, Promo, Sampler",0.0
"format_Vinyl, LP, Compilation, Promo",0.0
"format_Vinyl, LP, Compilation, Picture Disc",0.0
"format_Vinyl, LP, Compilation, Partially Mixed, Stereo",0.0
"format_Vinyl, LP, Compilation, Partially Mixed",0.0
"format_Vinyl, LP, Compilation, Numbered",0.0
"format_Vinyl, LP, Compilation, Mixed, Stereo",0.0
"format_Vinyl, LP, Compilation, Mixed, Promo, White Label",0.0
"format_Vinyl, LP, Compilation, Mixed, Promo",0.0
"format_Vinyl, LP, Compilation, Mixed, Picture Disc",0.0
"format_Vinyl, LP, Compilation, Mixed",0.0
"format_Vinyl, LP, Compilation, Misprint, Unofficial Release",0.0
"format_Vinyl, LP, Compilation, Misprint, Partially Mixed, Unofficial Release",0.0
"format_Vinyl, LP, Compilation, Mispress",0.0
"format_Vinyl, LP, Compilation, Limited Edition, White Label",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Vinyl, 10"", EP",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Stereo",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Promo, White Label, Stereo",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Promo, Test Pressing",0.0
"format_Vinyl, LP, Compilation, Remastered",0.0
"format_Vinyl, LP, Compilation, Stereo",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Partially Mixed, Box Set",0.0
"format_Vinyl, LP, Compilation, Test Pressing",0.0
"format_Vinyl, LP, Limited Edition, Mixed",0.0
"format_Vinyl, LP, Limited Edition, Compilation",0.0
"format_Vinyl, LP, Limited Edition, Album",0.0
"format_Vinyl, LP, Limited Edition",0.0
"format_Vinyl, LP, EP, Reissue",0.0
"format_Vinyl, LP, EP, Promo",0.0
"format_Vinyl, LP, EP, Limited Edition",0.0
"format_Vinyl, LP, EP",0.0
"format_Vinyl, LP, Compilation, White Label, Vinyl, 12"", Compilation, Limited Edition, Promo, White Label",0.0
"format_Vinyl, LP, Compilation, White Label, Vinyl, 12"", 33 ⅓ RPM, Promo",0.0
"format_Vinyl, LP, Compilation, White Label, Test Pressing",0.0
"format_Vinyl, LP, Compilation, White Label, Promo",0.0
"format_Vinyl, LP, Compilation, White Label",0.0
"format_Vinyl, LP, Compilation, Vinyl, LP, Compilation",0.0
"format_Vinyl, LP, Compilation, Vinyl, 7"", 45 RPM, Box Set",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12"", Single Sided, Mixed",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12"", Maxi-Single",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12"", Compilation, White Label",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12"", 45 RPM, Mixed",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12"", 45 RPM, Compilation, Limited Edition",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12"", 45 RPM",0.0
"format_Vinyl, LP, Compilation, Vinyl, 12""",0.0
"format_Vinyl, LP, Compilation, Unofficial Release, White Label",0.0
"format_Vinyl, LP, Compilation, Unofficial Release, Stereo",0.0
"format_Vinyl, LP, Compilation, Unofficial Release",0.0
"format_Vinyl, LP, Compilation, Test Pressing, White Label",0.0
"format_Vinyl, LP, Compilation, Test Pressing, Vinyl, 12"", 45 RPM, Test Pressing",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Picture Disc",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Numbered, Stereo",0.0
"format_Vinyl, LP, Limited Edition, Numbered",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", 33 ⅓ RPM, EP, All Media, Limited Edition",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", 33 ⅓ RPM, 45 RPM, Single",0.0
"format_Vinyl, LP, Album, Vinyl, 10"", 33 ⅓ RPM, Single Sided, All Media, Limited Edition, Numbered",0.0
"format_Vinyl, LP, Album, Test Pressing, White Label",0.0
"format_Vinyl, LP, Album, Test Pressing",0.0
"format_Vinyl, LP, Album, Stereo, Vinyl, 7"", 45 RPM, Limited Edition, Stereo",0.0
"format_Vinyl, LP, Album, Stereo, Mono",0.0
"format_Vinyl, LP, Album, Stereo",0.0
"format_Vinyl, LP, Album, Special Edition, Vinyl, 12"", 45 RPM, Maxi-Single, Special Edition",0.0
"format_Vinyl, LP, Album, Special Edition",0.0
"format_Vinyl, LP, Album, Repress, White Label",0.0
"format_Vinyl, LP, Album, Repress",0.0
"format_Vinyl, LP, Album, Remastered, Reissue",0.0
"format_Vinyl, LP, Album, Reissue, Test Pressing",0.0
"format_Vinyl, LP, Album, Reissue, Stereo",0.0
"format_Vinyl, LP, Album, Reissue, Remastered",0.0
"format_Vinyl, LP, Album, Reissue",0.0
"format_Vinyl, LP, Album, Promo, White Label, Stereo",0.0
"format_Vinyl, LP, Album, Promo, White Label",0.0
"format_Vinyl, LP, Album, Promo, Test Pressing",0.0
"format_Vinyl, LP, Album, Promo, Sampler",0.0
"format_Vinyl, LP, Album, Promo, Reissue, White Label",0.0
"format_Vinyl, LP, Album, Promo",0.0
"format_Vinyl, LP, Album, Partially Mixed, Partially Unofficial",0.0
"format_Vinyl, LP, Album, Mixed, White Label",0.0
"format_Vinyl, LP, Album, Mixed",0.0
"format_Vinyl, LP, Album, Misprint",0.0
"format_Vinyl, LP, Album, Mispress",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", 33 ⅓ RPM, All Media, Limited Edition, Numbered",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", 33 ⅓ RPM, Limited Edition",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Numbered, Promo",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", 45 RPM, Album",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Numbered, Picture Disc",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Numbered",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Mixed, Picture Disc",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Mixed",0.0
"format_Vinyl, LP, Compilation, Limited Edition, Box Set",0.0
"format_Vinyl, LP, Compilation, Limited Edition",0.0
"format_Vinyl, LP, Compilation, Etched, Limited Edition",0.0
"format_Vinyl, LP, Compilation, CD",0.0
"format_Vinyl, LP, Compilation, Box Set, Limited Edition, Numbered",0.0
"format_Vinyl, LP, Compilation, Box Set, Limited Edition",0.0
"format_Vinyl, LP, Compilation, Box Set",0.0
"format_Vinyl, LP, Compilation, Album, White Label, Test Pressing",0.0
"format_Vinyl, LP, Compilation, Album",0.0
"format_Vinyl, LP, Compilation",0.0
"format_Vinyl, LP, CD, Mixed",0.0
"format_Vinyl, LP, Box Set, Compilation",0.0
"format_Vinyl, LP, Box Set",0.0
"format_Vinyl, LP, Album, White Label, Vinyl, 7"", 45 RPM, White Label",0.0
"format_Vinyl, LP, Album, White Label, Stereo",0.0
"format_Vinyl, LP, Album, White Label, Promo",0.0
"format_Vinyl, LP, Album, White Label",0.0
"format_Vinyl, LP, Album, Vinyl, LP, Album, Single Sided",0.0
"format_Vinyl, LP, Album, Vinyl, LP, Album, Limited Edition, All Media, Limited Edition, Special Edition",0.0
"format_Vinyl, LP, Album, Vinyl, 7"", 33 ⅓ RPM, All Media, Limited Edition",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", Single Sided, Etched, Limited Edition, Mixed",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", Promo, All Media, Limited Edition",0.0
"format_Vinyl, LP, Album, Vinyl, 12"", 45 RPM, All Media, Limited Edition",0.0
"format_Vinyl, LP, Limited Edition, Mixed, Numbered, White Label",0.0
"format_Vinyl, LP, Limited Edition, Numbered, Reissue, Remastered",0.0
"format_Vinyl, 12"", White Label, Unofficial Release, Single Sided",0.0
"format_Vinyl, Reissue, 12""",0.0
"format_Vinyl, Promo, Sampler, 12""",0.0
"format_Vinyl, Promo, Mispress, 12""",0.0
"format_Vinyl, Promo, Limited Edition, 12""",0.0
"format_Vinyl, Promo, 12"", White Label",0.0
"format_Vinyl, Promo, 12"", 33 ⅓ RPM",0.0
"format_Vinyl, Promo, 12""",0.0
"format_Vinyl, Picture Disc, 12"", 45 RPM, Reissue",0.0
"format_Vinyl, Maxi-Single, 45 RPM, 12""",0.0
"format_Vinyl, Maxi-Single, 33 ⅓ RPM, 12""",0.0
"format_Vinyl, Maxi-Single, 12"", 45 RPM, Mixed, Promo",0.0
"format_Vinyl, Maxi-Single, 12"", 45 RPM",0.0
"format_Vinyl, Maxi-Single, 12"", 33 ⅓ RPM",0.0
"format_Vinyl, Maxi-Single, 12""",0.0
"format_Vinyl, Limited Edition, White Label, 12""",0.0
"format_Vinyl, Limited Edition, 12"", Promo",0.0
"format_Vinyl, Limited Edition, 12""",0.0
"format_Vinyl, Limited Edition",0.0
"format_Vinyl, LP, White Label, Test Pressing, Album",0.0
"format_Vinyl, LP, White Label, Promo, Compilation",0.0
"format_Vinyl, LP, White Label, Promo, Album",0.0
"format_Vinyl, LP, White Label, Promo",0.0
"format_Vinyl, LP, White Label, Limited Edition",0.0
"format_Vinyl, LP, White Label, Compilation",0.0
"format_Vinyl, LP, White Label, Album",0.0
"format_Vinyl, LP, White Label",0.0
"format_Vinyl, LP, Vinyl, LP, All Media, Compilation",0.0
"format_Vinyl, LP, Vinyl, LP, All Media, Album",0.0
"format_Vinyl, Promo, White Label, 12""",0.0
"format_Vinyl, Repress, 12""",0.0
"format_Vinyl, LP, Vinyl, 12"", 33 ⅓ RPM, Single Sided, All Media, EP, Limited Edition",0.0
"format_Vinyl, Single Sided",0.0
"format_Vinyl, White Label, Test Pressing, 12""",0.0
"format_Vinyl, White Label, Promo, 12"", EP",0.0
"format_Vinyl, White Label, Promo, 12""",0.0
"format_Vinyl, White Label, Limited Edition, 12""",0.0
"format_Vinyl, White Label, LP, Compilation",0.0
"format_Vinyl, White Label, 33 ⅓ RPM, 45 RPM, 12""",0.0
"format_Vinyl, White Label, 33 ⅓ RPM, 12""",0.0
"format_Vinyl, White Label, 12"", Promo",0.0
"format_Vinyl, White Label, 12"", Limited Edition",0.0
"format_Vinyl, White Label, 12"", EP",0.0
"format_Vinyl, White Label, 12"", 45 RPM, Single Sided",0.0
"format_Vinyl, White Label, 12"", 45 RPM",0.0
"format_Vinyl, White Label, 12""",0.0
"format_Vinyl, White Label",0.0
"format_Vinyl, Test Pressing, 12"", White Label",0.0
"format_Vinyl, Test Pressing, 12"", Mispress",0.0
"format_Vinyl, Test Pressing, 12"", 45 RPM",0.0
"format_Vinyl, Test Pressing, 12""",0.0
"format_Vinyl, Single, Promo, 12""",0.0
"format_Vinyl, Single, Limited Edition, 12""",0.0
"format_Vinyl, Single, 12""",0.0
"format_Vinyl, Single Sided, Promo, 12""",0.0
"format_Vinyl, Single Sided, Limited Edition, 12""",0.0
"format_Vinyl, Single Sided, 45 RPM, 12"", Promo",0.0
"format_Vinyl, Single Sided, 12"", White Label",0.0
"format_Vinyl, Single Sided, 12"", Unofficial Release, White Label, 45 RPM",0.0
"format_Vinyl, Single Sided, 12""",0.0
"format_Vinyl, LP, Vinyl, 12"", 45 RPM, Limited Edition",0.0
"format_Vinyl, LP, Vinyl, 12"", 33 ⅓ RPM, EP, All Media, Limited Edition",0.0
"format_Vinyl, LP, Limited Edition, Picture Disc",0.0
"format_Vinyl, LP, Picture Disc, Limited Edition",0.0
"format_Vinyl, LP, Partially Unofficial, Stereo",0.0
"format_Vinyl, LP, Partially Mixed, Unofficial Release",0.0
"format_Vinyl, LP, Numbered",0.0
"format_Vinyl, LP, Mixtape",0.0
"format_Vinyl, LP, Mixed, Unofficial Release",0.0
"format_Vinyl, LP, Mixed, Stereo",0.0
"format_Vinyl, LP, Mixed, Picture Disc",0.0
"format_Vinyl, LP, Mixed, Compilation",0.0
"format_Vinyl, LP, Mixed, Album",0.0
"format_Vinyl, LP, Mixed",0.0
"format_Vinyl, LP, Misprint, Promo, White Label",0.0
"format_Vinyl, LP, Mispress",0.0
"format_Vinyl, LP, Mini-Album, Promo, White Label",0.0
"format_Vinyl, LP, Mini-Album, Promo",0.0
"format_Vinyl, LP, Mini-Album, Limited Edition, Special Edition",0.0
"format_Vinyl, LP, Mini-Album, Limited Edition",0.0
"format_Vinyl, LP, Mini-Album, Compilation, Stereo",0.0
"format_Vinyl, LP, Mini-Album, Compilation",0.0
"format_Vinyl, LP, Mini-Album",0.0
"format_Vinyl, LP, Maxi-Single, Stereo",0.0
"format_Vinyl, LP, Maxi-Single",0.0
"format_Vinyl, LP, Limited Edition, Vinyl, 7"", 33 ⅓ RPM",0.0
"format_Vinyl, LP, Limited Edition, Vinyl, 12"", 33 ⅓ RPM",0.0
"format_Vinyl, LP, Limited Edition, Test Pressing",0.0
"format_Vinyl, LP, Limited Edition, Stereo",0.0
"format_Vinyl, LP, Limited Edition, Special Edition, Stereo",0.0
"format_Vinyl, LP, Limited Edition, Picture Disc, Album",0.0
"format_Vinyl, LP, Picture Disc",0.0
"format_Vinyl, LP, Picture Disc, Vinyl, 12"", 33 ⅓ RPM",0.0
"format_Vinyl, LP, Vinyl, 12"", 33 ⅓ RPM, EP",0.0
"format_Vinyl, LP, Promo",0.0
"format_Vinyl, LP, Unofficial Release, White Label",0.0
"format_Vinyl, LP, Unofficial Release, Compilation",0.0
"format_Vinyl, LP, Unofficial Release",0.0
"format_Vinyl, LP, Test Pressing, White Label, Promo",0.0
"format_Vinyl, LP, Test Pressing, White Label, Limited Edition",0.0
"format_Vinyl, LP, Test Pressing, White Label",0.0
"format_Vinyl, LP, Test Pressing, Album",0.0
"format_Vinyl, LP, Test Pressing",0.0
"format_Vinyl, LP, Stereo",0.0
"format_Vinyl, LP, Single Sided, Limited Edition, Numbered, Promo",0.0
"format_Vinyl, LP, Single Sided, Compilation, Mixed, Promo",0.0
"format_Vinyl, LP, Sampler, White Label",0.0
"format_Vinyl, LP, Sampler",0.0
"format_Vinyl, LP, Repress",0.0
"format_Vinyl, LP, Reissue, Unofficial Release",0.0
"format_Vinyl, LP, Reissue, Remastered",0.0
"format_Vinyl, LP, Reissue",0.0
"format_Vinyl, LP, Promo, White Label, Vinyl, 12"", 45 RPM, Promo, White Label",0.0
"format_Vinyl, LP, Promo, White Label, Compilation",0.0
"format_Vinyl, LP, Promo, White Label, Album",0.0
"format_Vinyl, LP, Promo, White Label",0.0
"format_Vinyl, LP, Promo, Vinyl, 12""",0.0
"format_Vinyl, LP, Promo, Unofficial Release",0.0
"format_Vinyl, LP, Promo, Test Pressing",0.0
"format_Vinyl, LP, Promo, Stereo",0.0
"format_Vinyl, LP, Promo, Sampler, Stereo",0.0
"format_Vinyl, LP, Promo, Album",0.0
"format_Vinyl, LP, Album, Limited Edition, Vinyl, 7"", 45 RPM, Single Sided",0.0
"format_Vinyl, LP, Album, Limited Edition, Vinyl, 12"", 45 RPM, Limited Edition",0.0
"format_Vinyl, LP, Album, Limited Edition, Vinyl, 12"", 33 ⅓ RPM",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Promo, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Mixed, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Compilation, Mixed, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided",0.0
"format_Vinyl, 7"", 45 RPM, Single",0.0
"format_Vinyl, 7"", 45 RPM, Promo, Test Pressing",0.0
"format_Vinyl, 7"", 45 RPM, Promo, Styrene",0.0
"format_Vinyl, 7"", 45 RPM, Promo, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Promo, Single Sided, Mixed",0.0
"format_Vinyl, 7"", 45 RPM, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Picture Disc",0.0
"format_Vinyl, 7"", 45 RPM, Numbered, Special Cut",0.0
"format_Vinyl, 7"", 45 RPM, Mixed, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Mixed",0.0
"format_Vinyl, 7"", 45 RPM, Misprint",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, Test Pressing, White Label, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, Promo, Sampler",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, Numbered, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, Numbered",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition, All Media",0.0
"format_Vinyl, 7"", 45 RPM, Limited Edition",0.0
"format_Vinyl, 7"", 45 RPM, Jukebox",0.0
"format_Vinyl, 7"", 45 RPM, EP, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, EP, Promo, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Compilation, Mixed",0.0
"format_Vinyl, 7"", 45 RPM, Compilation",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Promo, White Label",0.0
"format_Vinyl, 7"", 45 RPM",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Single",0.0
"format_Vinyl, 7"", EP",0.0
"format_Vinyl, 7"", 45 RPM, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Test Pressing, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Test Pressing",0.0
"format_Vinyl, 7"", 45 RPM, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Single, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Single, Test Pressing, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Single, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Promo, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Single, Promo, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Partially Mixed, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Partially Mixed",0.0
"format_Vinyl, 7"", 45 RPM, Single, Mixed, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Mixed, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Mixed",0.0
"format_Vinyl, 7"", 45 RPM, Single, Mispress",0.0
"format_Vinyl, 7"", 45 RPM, Single, Limited Edition, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Single, Limited Edition, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single, Limited Edition, Numbered, White Label",0.0
"format_Vinyl, 7"", 45 RPM, Single, Limited Edition, Numbered, Picture Disc",0.0
"format_Vinyl, 7"", 45 RPM, Single, Limited Edition, Numbered",0.0
"format_Vinyl, 7"", 45 RPM, Single, Limited Edition",0.0
"format_Vinyl, 7"", 45 RPM, Single, Jukebox",0.0
"format_Vinyl, 7"", 45 RPM, Single, Compilation, Mixed, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Single, Promo",0.0
"format_Vinyl, 7"", 45 RPM, Single Sided, Single, Picture Disc, Promo, Stereo",0.0
"format_Vinyl, 7"", 45 RPM, 33 ⅓ RPM",0.0
"format_Vinyl, 7"", 33 ⅓ RPM, White Label",0.0
"format_Vinyl, LP, Album, Limited Edition, Vinyl, 12""",0.0
"format_Vinyl, 45 RPM, 12"", Promo",0.0
"format_Vinyl, 45 RPM, 12""",0.0
"format_Vinyl, 45 RPM",0.0
"format_Vinyl, 33 ⅓ RPM, White Label, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, Single, 10""",0.0
"format_Vinyl, 33 ⅓ RPM, Single Sided, 12"", Repress",0.0
"format_Vinyl, 33 ⅓ RPM, Promo, White Label, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, Maxi-Single, Promo, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, Maxi-Single, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, EP, White Label, Promo, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, EP, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, 7"", Single",0.0
"format_Vinyl, 33 ⅓ RPM, 7""",0.0
"format_Vinyl, 33 ⅓ RPM, 45 RPM, Limited Edition, 12""",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", White Label, Promo",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", White Label",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", Promo, White Label",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", Promo",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", Limited Edition, Repress",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", Limited Edition, EP",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", Limited Edition",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", EP, White Label",0.0
"format_Vinyl, 33 ⅓ RPM, 12"", EP",0.0
"format_Vinyl, 33 ⅓ RPM, 12""",0.0
"format_Vinyl, 16"", 12"", 33 ⅓ RPM, 45 RPM",0.0
"format_Vinyl, 12, Reissue",0.0
